Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,cell_type,Center Name,condition,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,media,OD,Organism,Platform,ReleaseDate,create_date,version,Sample Name,Serovar,source_name,SRA Study,sub_species
SRR22393039,RNA-Seq,101,586944330,PRJNA904727,SAMN31851866,191635701,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,MEP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363091,NextSeq 2000,GSM6753615,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 0.3,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:25:00Z,1,GSM6753615,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393040,RNA-Seq,101,704689120,PRJNA904727,SAMN31851867,229253097,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,MEP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363090,NextSeq 2000,GSM6753614,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 0.3,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:25:00Z,1,GSM6753614,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393041,RNA-Seq,101,926635913,PRJNA904727,SAMN31851868,310144294,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,MEP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363089,NextSeq 2000,GSM6753613,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 0.3,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:25:00Z,1,GSM6753613,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393042,RNA-Seq,101,1201128057,PRJNA904727,SAMN31851877,392240185,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,MEP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363088,NextSeq 2000,GSM6753604,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 0.3,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:27:00Z,1,GSM6753604,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393043,RNA-Seq,101,1233390285,PRJNA904727,SAMN31851878,403150597,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,MEP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363087,NextSeq 2000,GSM6753603,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 0.3,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:27:00Z,1,GSM6753603,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393044,RNA-Seq,101,1301832127,PRJNA904727,SAMN31851879,453497263,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,MEP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363086,NextSeq 2000,GSM6753602,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 0.3,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:27:00Z,1,GSM6753602,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393045,RNA-Seq,101,1418480158,PRJNA904727,SAMN31851880,481161928,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,MEP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363085,NextSeq 2000,GSM6753601,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 0.3,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:27:00Z,1,GSM6753601,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393046,RNA-Seq,101,817732158,PRJNA904727,SAMN31851881,263309549,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,MEP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363084,NextSeq 2000,GSM6753600,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 0.3,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:26:00Z,1,GSM6753600,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393047,RNA-Seq,101,966904815,PRJNA904727,SAMN31851882,322904683,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,MEP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363083,NextSeq 2000,GSM6753599,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 0.3,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:24:00Z,1,GSM6753599,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393048,RNA-Seq,101,1177158131,PRJNA904727,SAMN31851883,388205693,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,MEP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363082,NextSeq 2000,GSM6753598,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 0.3,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:29:00Z,1,GSM6753598,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393049,RNA-Seq,101,1728758218,PRJNA904727,SAMN31851884,565099329,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,MEP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363081,NextSeq 2000,GSM6753597,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 0.3,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:28:00Z,1,GSM6753597,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393050,RNA-Seq,101,1470453950,PRJNA904727,SAMN31851893,493636694,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,MEP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363080,NextSeq 2000,GSM6753588,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 0.3,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:27:00Z,1,GSM6753588,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393051,RNA-Seq,101,929464721,PRJNA904727,SAMN31851894,304977012,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,MEP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363079,NextSeq 2000,GSM6753587,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 0.3,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:26:00Z,1,GSM6753587,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393052,RNA-Seq,101,1111421069,PRJNA904727,SAMN31851895,373039056,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,MEP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363078,NextSeq 2000,GSM6753586,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 0.3,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:26:00Z,1,GSM6753586,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393053,RNA-Seq,101,1566402940,PRJNA904727,SAMN31851896,520524973,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,MEP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363077,NextSeq 2000,GSM6753585,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 0.3,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:28:00Z,1,GSM6753585,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393054,RNA-Seq,101,1277268220,PRJNA904727,SAMN31851897,419465953,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,MEP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363076,NextSeq 2000,GSM6753584,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 0.3,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:27:00Z,1,GSM6753584,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393055,RNA-Seq,101,1107320065,PRJNA904727,SAMN31851898,370095846,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,MEP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363075,NextSeq 2000,GSM6753583,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 0.3,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:27:00Z,1,GSM6753583,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393056,RNA-Seq,101,1167283765,PRJNA904727,SAMN31851899,379483477,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,MEP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363074,NextSeq 2000,GSM6753582,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 0.3,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:26:00Z,1,GSM6753582,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393057,RNA-Seq,101,509245232,PRJNA904727,SAMN31851900,167624992,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,MEP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363073,NextSeq 2000,GSM6753581,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 0.3,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:25:00Z,1,GSM6753581,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393058,RNA-Seq,101,759151350,PRJNA904727,SAMN31851917,247002598,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,EEP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363072,NextSeq 2000,GSM6753564,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 0.1,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:25:00Z,1,GSM6753564,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393059,RNA-Seq,101,376879379,PRJNA904727,SAMN31851918,120543804,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,EEP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363071,NextSeq 2000,GSM6753563,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 0.1,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:24:00Z,1,GSM6753563,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393060,RNA-Seq,101,1331139600,PRJNA904727,SAMN31851919,432936216,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,EEP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363070,NextSeq 2000,GSM6753562,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 0.1,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:27:00Z,1,GSM6753562,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393061,RNA-Seq,101,289991099,PRJNA904727,SAMN31851920,94313560,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,EEP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363069,NextSeq 2000,GSM6753561,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 0.1,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:24:00Z,1,GSM6753561,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393062,RNA-Seq,101,531870646,PRJNA904727,SAMN31851921,156864809,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,EEP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363068,NextSeq 2000,GSM6753560,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 0.1,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:25:00Z,1,GSM6753560,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393063,RNA-Seq,101,1266507882,PRJNA904727,SAMN31851922,409815413,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,EEP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363067,NextSeq 2000,GSM6753559,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 0.1,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:28:00Z,1,GSM6753559,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393064,RNA-Seq,101,680623446,PRJNA904727,SAMN31851923,226549776,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,EEP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363066,NextSeq 2000,GSM6753558,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 0.1,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:26:00Z,1,GSM6753558,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393065,RNA-Seq,101,1411057668,PRJNA904727,SAMN31851924,463707425,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,EEP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363065,NextSeq 2000,GSM6753557,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 0.1,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:27:00Z,1,GSM6753557,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393066,RNA-Seq,101,815212814,PRJNA904727,SAMN31851941,262701189,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,EEP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363064,NextSeq 2000,GSM6753540,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 0.1,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:25:00Z,1,GSM6753540,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393067,RNA-Seq,101,472024005,PRJNA904727,SAMN31851942,157516328,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,EEP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363063,NextSeq 2000,GSM6753539,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 0.1,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:25:00Z,1,GSM6753539,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393068,RNA-Seq,101,1309748911,PRJNA904727,SAMN31851943,423254039,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,EEP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363062,NextSeq 2000,GSM6753538,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 0.1,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:27:00Z,1,GSM6753538,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393069,RNA-Seq,101,876737974,PRJNA904727,SAMN31851944,281303853,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,EEP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363061,NextSeq 2000,GSM6753537,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 0.1,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:26:00Z,1,GSM6753537,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393070,RNA-Seq,101,203678216,PRJNA904727,SAMN31851945,65782106,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,EEP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363060,NextSeq 2000,GSM6753536,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 0.1,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:24:00Z,1,GSM6753536,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393071,RNA-Seq,101,733471393,PRJNA904727,SAMN31851946,228501788,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,EEP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363059,NextSeq 2000,GSM6753535,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 0.1,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:26:00Z,1,GSM6753535,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393072,RNA-Seq,101,998227541,PRJNA904727,SAMN31851947,318801927,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,EEP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363058,NextSeq 2000,GSM6753534,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 0.1,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:26:00Z,1,GSM6753534,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393073,RNA-Seq,101,458795429,PRJNA904727,SAMN31851948,140743680,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,EEP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363057,NextSeq 2000,GSM6753533,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 0.1,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:25:00Z,1,GSM6753533,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393074,RNA-Seq,101,858447682,PRJNA904727,SAMN31851973,285630727,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,EEP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363056,NextSeq 2000,GSM6753508,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 0.1,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:26:00Z,1,GSM6753508,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393075,RNA-Seq,101,649959947,PRJNA904727,SAMN31851974,213045956,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,EEP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363055,NextSeq 2000,GSM6753507,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 0.1,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:24:00Z,1,GSM6753507,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393076,RNA-Seq,101,863539193,PRJNA904727,SAMN31851975,281886542,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,EEP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363054,NextSeq 2000,GSM6753506,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 0.1,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:26:00Z,1,GSM6753506,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393077,RNA-Seq,101,694976758,PRJNA904727,SAMN31851976,227084765,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,EEP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363053,NextSeq 2000,GSM6753505,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 0.1,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:25:00Z,1,GSM6753505,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393078,RNA-Seq,101,876139549,PRJNA904727,SAMN31851977,294369698,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,EEP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363052,NextSeq 2000,GSM6753504,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 0.1,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:25:00Z,1,GSM6753504,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393079,RNA-Seq,101,506410364,PRJNA904727,SAMN31851978,165674264,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,EEP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363051,NextSeq 2000,GSM6753503,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 0.1,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:25:00Z,1,GSM6753503,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393080,RNA-Seq,101,677765550,PRJNA904727,SAMN31851979,215580336,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,EEP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363050,NextSeq 2000,GSM6753502,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 0.1,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:25:00Z,1,GSM6753502,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393081,RNA-Seq,101,843472917,PRJNA904727,SAMN31851980,273747110,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,EEP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363049,NextSeq 2000,GSM6753501,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 0.1,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:26:00Z,1,GSM6753501,Typhimurium,bacterial cell,SRP409450,enterica
SRR22393082,RNA-Seq,101,1481114096,PRJNA904727,SAMN31851629,498482536,bacterial cell,HELMHOLTZ INSTITUTE FOR RNA-BASED INFECTION RESEARCH,ESP,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18363048,NextSeq 2000,GSM6753852,SINGLE,cDNA,TRANSCRIPTOMIC SINGLE CELL,Lennox broth media,OD 2.0,Salmonella enterica subsp. enterica serovar Typhimurium,ILLUMINA,2023-02-09T00:00:00Z,2022-11-23T11:27:00Z,1,GSM6753852,Typhimurium,bacterial cell,SRP409450,enterica
